game_id, p1            , p2              , p3              , p4
    815, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    820, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    816, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    818, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    819, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    817, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    823, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    821, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    822, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    824, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    825, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    826, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    828, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    827, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    829, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    830, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    833, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    832, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    831, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    835, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    834, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    840, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    841, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    837, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    839, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    836, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    838, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    843, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    842, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    847, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    845, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    846, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    844, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    848, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    849, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    851, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    850, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    854, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    852, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    857, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    855, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    853, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    859, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    858, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    856, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    863, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    861, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    860, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    862, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    867, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    866, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    865, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    864, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    870, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    868, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    871, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    872, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    869, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    875, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    873, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    874, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    877, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    879, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    876, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    878, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    883, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    881, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    880, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    884, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    886, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    885, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    882, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    889, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    888, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    887, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    892, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    891, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    896, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    890, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    893, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    894, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    895, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    900, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    897, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    898, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    902, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    901, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    904, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    903, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    899, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    905, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    906, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    909, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    908, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    910, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    911, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    912, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    907, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    914, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    913, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    918, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    916, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    915, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    923, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    919, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    917, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    924, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    921, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    920, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    922, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    925, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    928, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    929, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    927, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    930, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    926, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    932, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    933, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    931, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    936, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    935, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    934, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    938, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    937, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    942, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    939, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    943, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    941, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    940, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    944, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    945, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    946, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    947, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    948, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    949, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    951, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    952, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    953, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    954, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    955, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    950, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    956, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    958, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    957, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    960, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    959, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    961, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    962, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    965, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    968, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    966, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    967, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    964, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    969, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    963, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    970, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    971, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    974, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    975, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    973, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    972, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    977, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    976, Heuristic     , ISMCTS-Heuristic, ISMCTS-PUCT     , ISMCTS-Basic
    979, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    983, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    978, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    981, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    982, ISMCTS-PUCT   , ISMCTS-Heuristic, Heuristic       , ISMCTS-Basic
    984, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    980, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    986, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    990, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    985, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    989, ISMCTS-PUCT   , Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    987, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    991, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    992, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    988, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
    993, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    994, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    997, ISMCTS-PUCT   , Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
    998, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
   1001, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1000, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
    996, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    995, Heuristic     , ISMCTS-PUCT     , ISMCTS-Heuristic, ISMCTS-Basic
    999, Heuristic     , ISMCTS-PUCT     , ISMCTS-Basic    , ISMCTS-Heuristic
   1003, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1002, Heuristic     , ISMCTS-History  , ISMCTS-Heuristic, ISMCTS-Basic
   1006, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1007, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1004, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1005, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1008, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1013, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1009, Heuristic     , ISMCTS-Basic    , ISMCTS-History  , ISMCTS-Heuristic
   1011, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1010, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1014, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1012, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1016, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1017, Heuristic     , ISMCTS-History  , ISMCTS-Heuristic, ISMCTS-Basic
   1019, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1018, Heuristic     , ISMCTS-History  , ISMCTS-Basic    , ISMCTS-Heuristic
   1015, Heuristic     , ISMCTS-History  , ISMCTS-Heuristic, ISMCTS-Basic
   1022, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1021, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1024, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1020, Heuristic     , ISMCTS-History  , ISMCTS-Basic    , ISMCTS-Heuristic
   1023, Heuristic     , ISMCTS-History  , ISMCTS-Heuristic, ISMCTS-Basic
   1025, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1028, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1029, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1031, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1027, Heuristic     , ISMCTS-History  , ISMCTS-Basic    , ISMCTS-Heuristic
   1030, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1026, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1032, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1034, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1038, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1037, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1033, Heuristic     , ISMCTS-History  , ISMCTS-Basic    , ISMCTS-Heuristic
   1040, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1036, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1039, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1035, Heuristic     , ISMCTS-Heuristic, ISMCTS-History  , ISMCTS-Basic
   1041, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1043, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1045, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1042, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1044, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1047, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1046, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1048, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1051, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1052, Heuristic     , ISMCTS-History  , ISMCTS-Basic    , ISMCTS-Heuristic
   1054, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1050, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1055, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1049, Heuristic     , ISMCTS-History  , ISMCTS-Basic    , ISMCTS-Heuristic
   1053, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1056, Heuristic     , ISMCTS-History  , ISMCTS-Basic    , ISMCTS-Heuristic
   1057, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1059, Heuristic     , ISMCTS-History  , ISMCTS-Heuristic, ISMCTS-Basic
   1058, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1060, Heuristic     , ISMCTS-History  , ISMCTS-Basic    , ISMCTS-Heuristic
   1063, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1062, Heuristic     , ISMCTS-History  , ISMCTS-Heuristic, ISMCTS-Basic
   1061, Heuristic     , ISMCTS-History  , ISMCTS-Basic    , ISMCTS-Heuristic
   1066, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1067, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1065, Heuristic     , ISMCTS-History  , ISMCTS-Basic    , ISMCTS-Heuristic
   1064, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1068, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1071, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1069, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1075, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1070, Heuristic     , ISMCTS-History  , ISMCTS-Heuristic, ISMCTS-Basic
   1073, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1072, Heuristic     , ISMCTS-History  , ISMCTS-Heuristic, ISMCTS-Basic
   1077, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1076, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1074, Heuristic     , ISMCTS-History  , ISMCTS-Basic    , ISMCTS-Heuristic
   1080, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1078, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1079, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1082, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1084, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1083, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1081, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1087, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1085, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1086, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1088, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1089, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1092, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1090, Heuristic     , ISMCTS-History  , ISMCTS-Basic    , ISMCTS-Heuristic
   1091, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1097, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1093, Heuristic     , ISMCTS-History  , ISMCTS-Heuristic, ISMCTS-Basic
   1094, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1098, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1095, Heuristic     , ISMCTS-History  , ISMCTS-Basic    , ISMCTS-Heuristic
   1099, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1096, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1104, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1100, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1105, Heuristic     , ISMCTS-History  , ISMCTS-Heuristic, ISMCTS-Basic
   1103, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1102, Heuristic     , ISMCTS-History  , ISMCTS-Heuristic, ISMCTS-Basic
   1107, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1101, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1106, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1109, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1110, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1111, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1108, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1112, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
   1113, Heuristic     , ISMCTS-History  , ISMCTS-Basic    , ISMCTS-Heuristic
   1114, ISMCTS-History, Heuristic       , ISMCTS-Basic    , ISMCTS-Heuristic
   1115, ISMCTS-History, Heuristic       , ISMCTS-Heuristic, ISMCTS-Basic
